City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
0,Carnarvon,AU,-24.8667,113.6333,104.07,6,0,17.27,clear sky,2021-11-26 04:53:10
1,Kodiak,US,57.79,-152.4072,15.31,62,40,21.85,scattered clouds,2021-11-26 04:53:10
2,Port Lincoln,AU,-34.7333,135.8667,61.93,52,85,18.37,overcast clouds,2021-11-26 04:53:11
3,West Bay,KY,19.3667,-81.4167,80.01,78,57,3.0,broken clouds,2021-11-26 04:53:11
4,Bathsheba,BB,13.2167,-59.5167,77.61,94,75,5.75,broken clouds,2021-11-26 04:53:12
5,Thompson,CA,55.7435,-97.8558,3.36,78,90,3.44,light snow,2021-11-26 04:50:13
6,Ostrovnoy,RU,68.0531,39.5131,25.27,63,100,12.62,light snow,2021-11-26 04:53:12
7,Ushuaia,AR,-54.8,-68.3,40.66,75,20,18.41,few clouds,2021-11-26 04:53:13
8,Barrow,US,71.2906,-156.7887,-10.28,98,72,12.66,broken clouds,2021-11-26 04:53:13
9,Bredasdorp,ZA,-34.5322,20.0403,64.27,73,72,27.56,broken clouds,2021-11-26 04:53:13
10,Punta Arenas,CL,-53.15,-70.9167,41.11,75,40,9.22,scattered clouds,2021-11-26 04:52:20
11,Kalevala,RU,65.2,31.1667,22.75,87,100,10.85,overcast clouds,2021-11-26 04:53:14
12,Flinders,AU,-34.5833,150.8552,64.2,90,100,8.99,light rain,2021-11-26 04:53:14
13,Axim,GH,4.8699,-2.2405,78.75,84,32,6.29,scattered clouds,2021-11-26 04:53:15
14,Broome,US,42.2506,-75.833,45.18,78,100,1.01,overcast clouds,2021-11-26 04:53:15
15,Huilong,CN,31.8111,121.655,63.99,51,0,8.08,clear sky,2021-11-26 04:53:16
16,Jamestown,US,42.097,-79.2353,42.08,99,90,5.99,mist,2021-11-26 04:53:16
17,Awbari,LY,26.5921,12.7805,62.47,43,0,4.18,clear sky,2021-11-26 04:53:17
18,Upernavik,GL,72.7868,-56.1549,19.92,74,100,9.13,overcast clouds,2021-11-26 04:53:17
19,Rikitea,PF,-23.1203,-134.9692,76.48,78,17,11.74,light rain,2021-11-26 04:53:18
20,Albany,US,42.6001,-73.9662,40.68,91,100,1.19,light rain,2021-11-26 04:53:18
21,Cherskiy,RU,68.75,161.3,-32.62,100,100,4.63,overcast clouds,2021-11-26 04:53:19
22,Hobart,AU,-42.8794,147.3294,62.02,54,20,3.0,few clouds,2021-11-26 04:53:19
23,Ayr,GB,55.4627,-4.6339,45.48,78,96,23.49,overcast clouds,2021-11-26 04:53:20
24,Lavrentiya,RU,65.5833,-171.0,-7.58,88,11,9.42,few clouds,2021-11-26 04:53:20
25,Tezu,IN,27.9167,96.1667,76.53,36,84,3.44,broken clouds,2021-11-26 04:53:21
26,Ahipara,NZ,-35.1667,173.1667,66.52,68,72,2.1,broken clouds,2021-11-26 04:53:21
27,Roald,NO,62.5833,6.1333,31.33,93,100,9.22,overcast clouds,2021-11-26 04:53:21
28,Port Elizabeth,ZA,-33.918,25.5701,65.1,72,75,25.32,broken clouds,2021-11-26 04:53:22
29,Laguna,US,38.421,-121.4238,56.01,86,40,3.91,mist,2021-11-26 04:53:22
30,Mataura,NZ,-46.1927,168.8643,52.63,84,100,4.7,light rain,2021-11-26 04:53:23
31,Bethel,US,41.3712,-73.414,50.05,56,100,5.14,overcast clouds,2021-11-26 04:53:23
32,Pangnirtung,CA,66.1451,-65.7125,19.63,90,100,2.91,overcast clouds,2021-11-26 04:53:24
33,Port Alfred,ZA,-33.5906,26.891,64.13,78,97,26.37,light rain,2021-11-26 04:53:24
34,Huanren,CN,41.2647,125.3667,30.88,46,65,5.48,broken clouds,2021-11-26 04:53:24
35,Sitka,US,57.0531,-135.33,35.49,80,90,23.02,light snow,2021-11-26 04:53:25
36,Lebu,CL,-37.6167,-73.65,52.07,90,21,12.66,few clouds,2021-11-26 04:53:25
37,Kastamonu,TR,41.5,33.6667,29.7,88,5,1.16,clear sky,2021-11-26 04:53:26
38,Kruisfontein,ZA,-34.0033,24.7314,62.89,78,92,22.55,overcast clouds,2021-11-26 04:53:26
39,Skjervoy,NO,70.0311,20.9714,24.53,69,100,18.99,overcast clouds,2021-11-26 04:53:27
40,Yining,CN,29.0361,114.5636,65.55,36,72,4.27,broken clouds,2021-11-26 04:53:27
41,Tanete,ID,-3.9443,119.7848,89.37,58,95,9.75,overcast clouds,2021-11-26 04:53:27
42,Coihaique,CL,-45.5752,-72.0662,46.35,81,90,3.44,light rain,2021-11-26 04:53:28
43,Cape Town,ZA,-33.9258,18.4232,67.1,54,0,6.91,clear sky,2021-11-26 04:49:39
44,Arraial Do Cabo,BR,-22.9661,-42.0278,71.69,85,52,24.54,broken clouds,2021-11-26 04:53:29
45,San Cristobal,VE,7.7669,-72.225,68.18,95,93,0.89,overcast clouds,2021-11-26 04:53:29
46,Sheltozero,RU,61.3667,35.3667,34.75,99,100,10.36,light snow,2021-11-26 04:53:29
47,Cabo San Lucas,MX,22.8909,-109.9124,75.51,78,100,6.04,overcast clouds,2021-11-26 04:49:59
48,Ginda,IN,30.6945,78.4932,58.68,23,0,5.08,clear sky,2021-11-26 04:53:30
49,Nikolskoye,RU,59.7035,30.7861,37.87,96,100,12.12,light rain,2021-11-26 04:53:31
50,Hermanus,ZA,-34.4187,19.2345,64.9,77,12,24.4,few clouds,2021-11-26 04:53:31
51,Teahupoo,PF,-17.8333,-149.2667,78.76,76,10,17.69,clear sky,2021-11-26 04:53:31
52,Sola,VU,-13.8833,167.55,81.27,75,16,15.82,few clouds,2021-11-26 04:53:32
53,Gabas,PH,10.7297,124.7961,83.77,74,100,7.4,overcast clouds,2021-11-26 04:53:32
54,Chapais,CA,49.7834,-74.8492,26.38,98,99,4.29,light snow,2021-11-26 04:53:33
55,Saint-Francois,FR,46.4154,3.9054,34.68,93,90,3.44,mist,2021-11-26 04:53:33
56,Busselton,AU,-33.65,115.3333,87.04,39,22,10.27,few clouds,2021-11-26 04:53:33
57,Boralday,KZ,43.3578,76.8594,33.66,100,90,8.95,shower sleet,2021-11-26 04:53:34
58,Krasnoye,UA,49.9145,24.6134,33.19,73,86,5.19,overcast clouds,2021-11-26 04:53:34
59,Touros,BR,-5.1989,-35.4608,81.5,77,44,12.64,scattered clouds,2021-11-26 04:53:12
60,Mecca,SA,21.4267,39.8261,76.75,62,3,3.24,clear sky,2021-11-26 04:52:17
61,New Norfolk,AU,-42.7826,147.0587,61.66,38,50,4.0,scattered clouds,2021-11-26 04:53:35
62,Maku,IR,39.2911,44.4521,42.42,79,100,1.79,overcast clouds,2021-11-26 04:53:36
63,Kralendijk,BQ,12.15,-68.2667,80.58,83,96,4.61,overcast clouds,2021-11-26 04:53:36
64,Khatanga,RU,71.9667,102.5,-6.3,99,100,3.65,overcast clouds,2021-11-26 04:53:37
65,Korla,CN,41.7597,86.1469,33.57,45,21,6.04,few clouds,2021-11-26 04:53:37
66,Vaini,TO,-21.2,-175.2,84.36,84,75,6.91,broken clouds,2021-11-26 04:53:37
67,Ponta Do Sol,PT,32.6667,-17.1,61.43,74,100,11.27,overcast clouds,2021-11-26 04:53:38
68,Jinchang,CN,38.4953,102.1739,42.08,19,0,4.72,clear sky,2021-11-26 04:53:38
69,Yellowknife,CA,62.456,-114.3525,12.42,91,90,10.36,light snow,2021-11-26 04:53:39
70,Tuatapere,NZ,-46.1333,167.6833,49.1,96,100,5.66,light rain,2021-11-26 04:53:39
71,Fortuna,US,40.5982,-124.1573,49.66,55,100,1.01,overcast clouds,2021-11-26 04:53:39
72,Coquimbo,CL,-29.9533,-71.3436,58.73,88,90,6.91,overcast clouds,2021-11-26 04:53:40
73,Hailar,CN,49.2,119.7,14.92,83,80,7.7,broken clouds,2021-11-26 04:53:40
74,Severo-Kurilsk,RU,50.6789,156.125,34.65,80,84,7.4,broken clouds,2021-11-26 04:53:41
75,Saldanha,ZA,-33.0117,17.9442,71.65,55,38,8.05,scattered clouds,2021-11-26 04:53:41
76,Qaanaaq,GL,77.484,-69.3632,4.17,78,100,5.3,overcast clouds,2021-11-26 04:53:42
77,Caravelas,BR,-17.7125,-39.2481,70.03,82,15,4.09,few clouds,2021-11-26 04:53:42
78,Devils Lake,US,48.1128,-98.8651,21.94,69,90,11.99,overcast clouds,2021-11-26 04:53:42
79,Ribeira Grande,PT,38.5167,-28.7,62.78,67,19,22.79,few clouds,2021-11-26 04:53:43
80,Mandalgovi,MN,45.7625,106.2708,32.88,40,2,16.53,clear sky,2021-11-26 04:53:43
81,Dunmore Town,BS,25.5,-76.65,74.55,63,39,15.19,scattered clouds,2021-11-26 04:53:44
82,Mar Del Plata,AR,-38.0023,-57.5575,62.1,90,0,3.0,clear sky,2021-11-26 04:53:44
83,Khandyga,RU,62.6667,135.6,-16.53,92,23,2.21,few clouds,2021-11-26 04:53:45
84,Aklavik,CA,68.2191,-135.0107,-4.97,96,100,16.04,light snow,2021-11-26 04:53:45
85,Luebo,CD,-5.35,21.4167,69.49,100,100,2.89,light rain,2021-11-26 04:53:46
86,Homer,US,59.6425,-151.5483,17.08,91,100,7.72,light snow,2021-11-26 04:53:16
87,Saskylakh,RU,71.9167,114.0833,-15.83,98,32,9.06,scattered clouds,2021-11-26 04:53:46
88,Henties Bay,NA,-22.116,14.2845,58.86,84,66,4.81,broken clouds,2021-11-26 04:53:47
89,Loikaw,MM,19.6742,97.2094,76.01,69,34,2.73,scattered clouds,2021-11-26 04:53:47
90,Nara,JP,34.6851,135.8049,61.97,36,7,9.89,clear sky,2021-11-26 04:53:48
91,Sambava,MG,-14.2667,50.1667,81.05,66,43,4.23,scattered clouds,2021-11-26 04:53:48
92,Hovd,MN,48.0056,91.6419,39.69,27,92,6.51,overcast clouds,2021-11-26 04:53:49
93,Port Hardy,CA,50.6996,-127.4199,46.4,100,90,3.44,light rain,2021-11-26 04:53:49
94,Mizdah,LY,31.4451,12.9801,51.1,65,39,7.4,scattered clouds,2021-11-26 04:53:50
95,Redmond,US,47.674,-122.1215,48.16,91,100,1.01,overcast clouds,2021-11-26 04:50:54
96,Inhambane,MZ,-23.865,35.3833,73.38,73,40,13.0,light rain,2021-11-26 04:53:50
97,Lorengau,PG,-2.0226,147.2712,85.51,65,85,6.15,overcast clouds,2021-11-26 04:53:51
98,Razdolnoye,RU,43.55,131.9167,25.21,58,1,8.7,clear sky,2021-11-26 04:53:51
99,Itacare,BR,-14.2775,-38.9967,70.93,84,18,8.75,few clouds,2021-11-26 04:53:52
100,Fort Saint James,CA,54.4333,-124.25,34.39,83,99,6.82,overcast clouds,2021-11-26 04:53:52
101,Poum,NC,-20.2333,164.0167,79.12,74,0,12.26,clear sky,2021-11-26 04:53:52
102,Constitucion,CL,-35.3333,-72.4167,56.1,71,0,10.92,clear sky,2021-11-26 04:53:53
103,Paamiut,GL,61.994,-49.6678,34.61,100,100,7.85,moderate rain,2021-11-26 04:53:53
104,Pasighat,IN,28.0667,95.3333,76.46,39,69,3.42,broken clouds,2021-11-26 04:53:54
105,East London,ZA,-33.0153,27.9116,61.74,94,40,8.05,light rain,2021-11-26 04:53:54
106,Itarema,BR,-2.9248,-39.9167,80.17,74,92,12.59,overcast clouds,2021-11-26 04:53:55
107,Puerto Ayora,EC,-0.7393,-90.3518,70.56,91,58,5.99,broken clouds,2021-11-26 04:53:55
108,Butaritari,KI,3.0707,172.7902,82.27,74,94,14.09,overcast clouds,2021-11-26 04:53:55
109,Biltine,TD,14.5333,20.9167,68.83,14,1,10.94,clear sky,2021-11-26 04:53:56
110,Bongandanga,CD,1.5,21.05,71.98,89,34,1.9,scattered clouds,2021-11-26 04:53:56
111,Atuona,PF,-9.8,-139.0333,78.73,79,8,19.15,clear sky,2021-11-26 04:53:57
112,Issoire,FR,45.55,3.25,34.86,95,93,3.0,overcast clouds,2021-11-26 04:53:57
113,Nelson Bay,AU,-32.7167,152.15,65.75,96,100,4.0,light rain,2021-11-26 04:53:57
114,Kapaa,US,22.0752,-159.319,78.78,77,25,1.01,light rain,2021-11-26 04:53:58
115,Freeport,US,40.6576,-73.5832,51.53,60,100,1.01,overcast clouds,2021-11-26 04:53:58
116,Kavaratti,IN,10.5669,72.642,82.15,71,100,0.43,overcast clouds,2021-11-26 04:53:59
117,Hulan Ergi,CN,47.2042,123.6333,23.56,59,34,6.55,scattered clouds,2021-11-26 04:53:59
118,Kaitangata,NZ,-46.2817,169.8464,49.41,96,100,5.97,light rain,2021-11-26 04:54:00
119,Veraval,IN,20.9,70.3667,82.53,33,29,4.56,scattered clouds,2021-11-26 04:54:00
120,Porto Santo,PT,33.072,-16.3415,61.18,59,40,17.27,scattered clouds,2021-11-26 04:54:00
121,Pisco,PE,-13.7,-76.2167,64.45,88,0,2.3,clear sky,2021-11-26 04:54:01
122,Faanui,PF,-16.4833,-151.75,82.29,76,27,20.31,light rain,2021-11-26 04:54:01
123,Mount Isa,AU,-20.7333,139.5,85.77,32,75,13.8,broken clouds,2021-11-26 04:54:02
124,Lompoc,US,34.6391,-120.4579,58.42,90,1,6.91,clear sky,2021-11-26 04:54:02
125,Champerico,GT,14.3,-91.9167,79.03,81,38,3.71,scattered clouds,2021-11-26 04:54:03
126,Boyolangu,ID,-8.1181,111.8935,85.53,69,73,9.89,light rain,2021-11-26 04:54:03
127,Palu,ID,-0.8917,119.8707,86.68,74,99,4.21,overcast clouds,2021-11-26 04:54:04
128,Tamandare,BR,-8.7597,-35.1047,77.63,81,45,6.22,scattered clouds,2021-11-26 04:54:04
129,Moose Factory,CA,51.2585,-80.6094,8.6,72,90,13.8,overcast clouds,2021-11-26 04:54:04
130,Saint Anthony,US,45.0205,-93.218,16.93,61,1,0.0,clear sky,2021-11-26 04:54:05
131,Gornopravdinsk,RU,60.05,69.9,9.95,92,98,9.62,overcast clouds,2021-11-26 04:54:06
132,Aswan,EG,24.0934,32.907,63.7,36,0,9.22,clear sky,2021-11-26 04:54:06
133,Lagoa,PT,39.05,-27.9833,61.81,65,26,29.8,scattered clouds,2021-11-26 04:54:06
134,Woodward,US,36.4337,-99.3904,31.12,64,1,8.05,clear sky,2021-11-26 04:54:07
135,Hambantota,LK,6.1241,81.1185,82.74,89,20,5.75,few clouds,2021-11-26 04:54:07
136,Bluff,NZ,-46.6,168.3333,49.57,89,100,15.68,light rain,2021-11-26 04:54:08
137,Hervey Bay,AU,-25.2986,152.8535,81.03,84,100,8.01,overcast clouds,2021-11-26 04:54:08
138,Tuktoyaktuk,CA,69.4541,-133.0374,-2.2,84,75,17.27,broken clouds,2021-11-26 04:54:09
139,Wanning,CN,18.8003,110.3967,77.31,56,5,14.63,clear sky,2021-11-26 04:54:09
140,Campohermoso,ES,36.9357,-2.1337,55.72,65,95,3.06,overcast clouds,2021-11-26 04:54:10
141,Tasiilaq,GL,65.6145,-37.6368,19.72,57,100,5.91,overcast clouds,2021-11-26 04:54:10
142,Plettenberg Bay,ZA,-34.0527,23.3716,63.75,72,54,17.76,broken clouds,2021-11-26 04:54:10
143,Castro,BR,-24.7911,-50.0119,62.96,97,100,10.02,overcast clouds,2021-11-26 04:54:11
144,Oktyabrskoye,RU,43.0645,44.7417,28.54,92,100,6.71,overcast clouds,2021-11-26 04:54:11
145,Srivardhan,IN,18.0333,73.0167,86.0,49,7,3.62,clear sky,2021-11-26 04:54:12
146,Eyl,SO,7.9803,49.8164,82.09,68,94,18.34,overcast clouds,2021-11-26 04:54:12
147,Dharchula,IN,29.85,80.5333,63.82,32,0,5.23,clear sky,2021-11-26 04:54:12
148,Urumqi,CN,43.801,87.6005,25.75,69,74,11.18,smoke,2021-11-26 04:54:13
149,Ceyhan,TR,37.0247,35.8175,53.44,83,89,2.57,overcast clouds,2021-11-26 04:54:14
150,Belmonte,BR,-15.8631,-38.8828,70.3,76,25,5.3,scattered clouds,2021-11-26 04:52:13
151,Colares,PT,38.7992,-9.4469,50.29,72,0,8.01,clear sky,2021-11-26 04:54:14
152,Tura,IN,25.5198,90.2201,73.53,45,0,1.79,clear sky,2021-11-26 04:54:15
153,Cockburn Town,TC,21.4612,-71.1419,77.92,67,28,16.49,scattered clouds,2021-11-26 04:54:15
154,Panorama,GR,40.5878,23.0315,48.96,68,20,1.99,few clouds,2021-11-26 04:54:16
155,Bairiki,KI,1.3292,172.9752,86.0,70,20,13.8,few clouds,2021-11-26 04:54:16
156,Chardara,KZ,41.2547,67.9692,38.57,62,100,11.95,overcast clouds,2021-11-26 04:54:16
157,Vinukonda,IN,16.05,79.75,81.43,71,51,6.85,broken clouds,2021-11-26 04:54:17
158,Valeni,RO,46.5928,28.0625,36.05,88,0,12.93,clear sky,2021-11-26 04:54:17
159,Iqaluit,CA,63.7506,-68.5145,22.73,80,75,9.22,broken clouds,2021-11-26 04:54:18
160,Bilma,NE,18.6853,12.9164,71.78,21,0,7.9,clear sky,2021-11-26 04:54:18
161,Culebra,PR,18.303,-65.301,79.0,84,31,10.0,scattered clouds,2021-11-26 04:54:18
162,Kirakira,SB,-10.4544,161.9205,82.44,79,92,5.03,overcast clouds,2021-11-26 04:54:19
163,Paita,PE,-5.0892,-81.1144,65.8,85,94,8.95,overcast clouds,2021-11-26 04:52:12
164,Belmopan,BZ,17.25,-88.7667,71.98,93,94,1.48,overcast clouds,2021-11-26 04:54:20
165,Treinta Y Tres,UY,-33.2333,-54.3833,61.56,98,99,9.66,overcast clouds,2021-11-26 04:54:20
166,Binzhou,CN,37.3667,118.0167,53.2,36,0,7.83,clear sky,2021-11-26 04:54:20
167,Lata,PT,40.1629,-8.3327,44.82,84,5,4.74,clear sky,2021-11-26 04:54:21
168,Kismayo,SO,-0.3582,42.5454,82.4,77,63,12.39,broken clouds,2021-11-26 04:54:21
169,Monterey,US,36.2505,-121.2516,50.09,35,98,2.89,overcast clouds,2021-11-26 04:54:22
170,Yumen,CN,40.2833,97.2,39.11,20,0,1.7,clear sky,2021-11-26 04:54:22
171,Mahebourg,MU,-20.4081,57.7,80.89,69,20,3.44,few clouds,2021-11-26 04:54:23
172,Bengkulu,ID,-3.8004,102.2655,86.07,61,57,9.66,broken clouds,2021-11-26 04:54:23
173,Akdepe,TM,42.0551,59.3788,28.49,63,5,9.55,clear sky,2021-11-26 04:54:24
174,Naryan-Mar,RU,67.6713,53.087,-2.92,97,42,5.61,scattered clouds,2021-11-26 04:54:24
175,Ambon,ID,-3.6954,128.1814,89.74,66,40,6.91,scattered clouds,2021-11-26 04:54:24
176,Georgetown,MY,5.4112,100.3354,84.13,79,20,5.99,moderate rain,2021-11-26 04:54:25
177,Pangkalanbuun,ID,-2.6833,111.6167,87.19,61,100,4.92,moderate rain,2021-11-26 04:54:25
178,Esperance,AU,-33.8667,121.9,76.84,57,0,16.15,clear sky,2021-11-26 04:54:26
179,Lang Son,VN,21.8333,106.7333,71.94,48,35,7.99,scattered clouds,2021-11-26 04:49:37
180,Rio Gallegos,AR,-51.6226,-69.2181,41.05,60,0,12.66,clear sky,2021-11-26 04:51:18
181,Avera,US,33.194,-82.5271,55.53,86,41,7.85,scattered clouds,2021-11-26 04:54:26
182,Faya,SA,18.3851,42.4509,51.91,48,4,2.39,clear sky,2021-11-26 04:54:27
183,Clyde River,CA,70.4692,-68.5914,-6.38,99,97,3.49,overcast clouds,2021-11-26 04:54:27
184,Avarua,CK,-21.2078,-159.775,80.65,83,52,10.36,broken clouds,2021-11-26 04:54:28
185,Salalah,OM,17.0151,54.0924,84.47,35,56,6.24,broken clouds,2021-11-26 04:54:28
186,Kieta,PG,-6.2167,155.6333,82.62,76,34,0.83,light rain,2021-11-26 04:54:28
187,Thinadhoo,MV,0.5333,72.9333,81.18,70,68,10.96,broken clouds,2021-11-26 04:54:29
188,Ongandjera,NA,-17.8833,15.0667,69.24,17,2,2.86,clear sky,2021-11-26 04:54:29
189,Monticello,US,45.3055,-93.7941,18.57,79,1,0.0,clear sky,2021-11-26 04:54:30
190,Araouane,ML,18.9048,-3.5265,73.76,36,54,6.87,broken clouds,2021-11-26 04:54:30
191,Boshan,CN,36.4833,117.8333,48.81,36,0,7.94,clear sky,2021-11-26 04:54:31
192,Parauna,BR,-16.9478,-50.4486,72.46,66,83,2.57,broken clouds,2021-11-26 04:54:31
193,Hilo,US,19.7297,-155.09,71.33,92,90,5.75,overcast clouds,2021-11-26 04:51:42
194,Isangel,VU,-19.55,169.2667,82.96,65,88,3.31,overcast clouds,2021-11-26 04:54:32
195,Fare,PF,-16.7,-151.0167,82.13,72,37,18.45,scattered clouds,2021-11-26 04:54:32
196,Emba,KZ,48.8264,58.1442,18.73,94,92,6.35,overcast clouds,2021-11-26 04:54:33
197,Santa Cruz Del Sur,CU,20.7147,-77.9956,70.18,77,18,11.74,few clouds,2021-11-26 04:54:33
198,Alice Springs,AU,-23.7,133.8833,76.55,47,40,12.66,scattered clouds,2021-11-26 04:54:34
199,Aleppo,SY,36.25,37.5,53.53,84,9,3.4,clear sky,2021-11-26 04:54:34
200,Arvika,SE,59.6553,12.5852,20.01,59,100,1.72,overcast clouds,2021-11-26 04:54:35
201,Valdivia,CL,-39.8142,-73.2459,48.29,96,99,2.26,overcast clouds,2021-11-26 04:54:35
202,Souillac,MU,-20.5167,57.5167,80.98,69,20,3.44,few clouds,2021-11-26 04:54:35
203,Beya,RU,53.0533,90.9139,24.01,74,100,13.89,overcast clouds,2021-11-26 04:54:36
204,Ilulissat,GL,69.2167,-51.1,16.14,80,100,4.25,overcast clouds,2021-11-26 04:54:36
205,Pindushi,RU,62.9152,34.58,18.14,97,100,2.28,overcast clouds,2021-11-26 04:54:37
206,Bukachacha,RU,52.9833,116.9167,11.35,76,67,2.68,broken clouds,2021-11-26 04:54:37
207,Kampong Thum,KH,12.7111,104.8887,85.41,58,59,4.85,broken clouds,2021-11-26 04:54:37
208,Nuuk,GL,64.1835,-51.7216,24.76,83,100,7.43,overcast clouds,2021-11-26 04:54:38
209,Victor Harbor,AU,-35.5667,138.6167,67.71,69,7,5.01,clear sky,2021-11-26 04:54:38
210,Sosnovo-Ozerskoye,RU,52.5249,111.5418,22.1,72,96,1.28,overcast clouds,2021-11-26 04:54:39
211,Cochrane,CA,51.1834,-114.4687,45.23,49,1,5.75,clear sky,2021-11-26 04:54:39
212,Dikson,RU,73.5069,80.5464,-9.8,100,96,5.12,overcast clouds,2021-11-26 04:54:39
213,Santa Cruz,BO,-17.8,-63.1667,74.66,94,75,13.8,broken clouds,2021-11-26 04:54:40
214,Nome,US,64.5011,-165.4064,-15.84,81,74,4.41,broken clouds,2021-11-26 04:54:41
215,La Ronge,CA,55.1001,-105.2842,17.85,79,40,9.22,scattered clouds,2021-11-26 04:54:41
216,Aldan,RU,58.6031,125.3894,9.5,86,63,2.26,broken clouds,2021-11-26 04:54:42
217,Vuktyl,RU,63.8567,57.3094,2.89,98,93,4.7,overcast clouds,2021-11-26 04:54:42
218,Sumbe,AO,-11.2061,13.8437,76.62,83,100,5.12,overcast clouds,2021-11-26 04:54:43
219,College,US,64.8569,-147.8028,-2.42,71,90,0.0,light snow,2021-11-26 04:54:43
220,Pemangkat,ID,1.1667,108.9667,85.14,67,71,7.31,broken clouds,2021-11-26 04:54:44
221,Palana,RU,59.1167,159.9667,5.74,84,29,20.04,scattered clouds,2021-11-26 04:54:44
222,Dumas,US,35.8656,-101.9732,35.74,38,1,12.66,clear sky,2021-11-26 04:53:40
223,Pecos,US,31.4229,-103.4932,48.31,42,1,0.0,clear sky,2021-11-26 04:54:45
224,Ancud,CL,-41.8697,-73.8203,49.53,84,100,6.13,overcast clouds,2021-11-26 04:54:45
225,Karasburg,NA,-28.0167,18.75,63.61,41,2,12.46,clear sky,2021-11-26 04:54:45
226,Cidreira,BR,-30.1811,-50.2056,69.49,96,92,7.99,overcast clouds,2021-11-26 04:54:46
227,Hermosillo,MX,29.0667,-110.9667,71.85,56,0,3.0,clear sky,2021-11-26 04:53:40
228,Biak,ID,-0.9131,122.8766,83.82,70,100,0.63,overcast clouds,2021-11-26 04:54:46
229,Airai,TL,-8.9266,125.4092,75.25,64,46,1.9,scattered clouds,2021-11-26 04:54:47
230,Sawakin,SD,19.1059,37.3321,78.55,68,98,10.09,overcast clouds,2021-11-26 04:54:47
231,Kajaani,FI,64.2273,27.7285,14.05,85,90,1.14,light shower snow,2021-11-26 04:54:48
232,Playa Del Carmen,MX,20.6274,-87.0799,71.2,79,56,5.84,broken clouds,2021-11-26 04:54:03
233,Recea,RO,47.6333,23.5167,41.99,75,90,3.44,overcast clouds,2021-11-26 04:54:49
234,Vao,NC,-22.6667,167.4833,75.51,85,35,12.93,scattered clouds,2021-11-26 04:54:49
235,Sant Julia De Loria,AD,42.4625,1.4825,36.34,93,42,7.54,scattered clouds,2021-11-26 04:54:49
236,Anadyr,RU,64.75,177.4833,-7.1,71,0,8.95,clear sky,2021-11-26 04:54:50
237,Udachnyy,RU,66.4167,112.4,-6.5,99,100,5.03,overcast clouds,2021-11-26 04:54:51
238,Tiksi,RU,71.6872,128.8694,4.91,79,100,7.38,overcast clouds,2021-11-26 04:54:51
239,Kalanguy,RU,51.0167,116.5167,20.34,72,64,4.68,broken clouds,2021-11-26 04:54:52
240,Victoria,HK,22.2855,114.1577,78.04,55,2,1.01,clear sky,2021-11-26 04:49:55
241,Hithadhoo,MV,-0.6,73.0833,81.39,69,79,12.82,broken clouds,2021-11-26 04:54:52
242,Lasa,IT,46.6166,10.7002,42.26,94,100,3.65,overcast clouds,2021-11-26 04:54:53
243,Marquette,US,46.5333,-87.6335,21.34,67,71,11.52,broken clouds,2021-11-26 04:54:53
244,Beyneu,KZ,45.3167,55.2,28.36,36,0,7.11,clear sky,2021-11-26 04:54:54
245,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,69,75,2.24,light rain,2021-11-26 04:54:54
246,Caborca,MX,30.5838,-111.101,54.32,50,7,9.28,clear sky,2021-11-26 04:54:55
247,Alyangula,AU,-13.8483,136.4192,80.47,83,90,5.75,overcast clouds,2021-11-26 04:54:55
248,Butka,RU,56.7179,63.7866,9.79,92,16,6.96,few clouds,2021-11-26 04:54:55
249,Seydi,TM,39.4816,62.9137,40.33,50,100,12.01,overcast clouds,2021-11-26 04:54:56
250,Eregli,TR,37.5133,34.0467,41.88,84,2,2.24,clear sky,2021-11-26 04:54:56
251,Synya,RU,65.3718,58.0387,-2.79,100,92,4.32,overcast clouds,2021-11-26 04:54:57
252,Egvekinot,RU,66.3167,-179.1667,-19.48,88,62,10.78,broken clouds,2021-11-26 04:54:57
253,Jardim,BR,-21.4803,-56.1381,70.77,98,100,2.37,overcast clouds,2021-11-26 04:54:57
254,Nanzhang,CN,31.7765,111.8386,65.26,33,6,7.72,clear sky,2021-11-26 04:54:58
255,Kayseri,TR,38.737,35.4968,35.62,100,75,1.14,fog,2021-11-26 04:53:16
256,Baherden,TM,38.4362,57.4316,47.23,52,93,9.4,overcast clouds,2021-11-26 04:54:58
257,Katsuura,JP,35.1333,140.3,59.11,46,0,2.59,clear sky,2021-11-26 04:54:59
258,Sioux Lookout,CA,50.1001,-91.917,7.18,92,20,0.0,few clouds,2021-11-26 04:54:59
259,Erdenet,MN,49.0333,104.0833,28.94,58,100,5.37,overcast clouds,2021-11-26 04:55:00
260,Richards Bay,ZA,-28.783,32.0377,65.57,76,100,2.28,overcast clouds,2021-11-26 04:55:00
261,Bosaso,SO,11.2842,49.1816,78.78,83,40,0.0,scattered clouds,2021-11-26 04:51:00
262,Yulara,AU,-25.2406,130.9889,80.44,34,0,10.36,clear sky,2021-11-26 04:55:01
263,Salisbury,GB,51.0693,-1.7957,45.32,89,95,12.01,overcast clouds,2021-11-26 04:53:52
264,Kutum,SD,14.2,24.6667,57.83,21,1,6.35,clear sky,2021-11-26 04:55:01
