City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
648,Sampit,ID,-2.5333,112.95,92.84,47,100,3.33,heavy intensity rain,2021-11-26 04:57:39
649,Leopold,AU,-38.1833,144.4667,70.47,66,75,11.01,broken clouds,2021-11-26 04:57:40
650,Goderich,CA,43.7501,-81.7165,35.2,93,100,18.41,light rain,2021-11-26 04:57:40
651,Boguchany,RU,58.3814,97.4531,18.5,93,99,9.24,overcast clouds,2021-11-26 04:57:40
652,Muros,ES,42.7762,-9.0603,50.23,81,90,13.78,light rain,2021-11-26 04:57:41
653,Antofagasta,CL,-23.65,-70.4,60.08,76,41,1.61,scattered clouds,2021-11-26 04:57:28
654,Gardiner,US,44.2301,-69.7753,41.94,89,77,2.66,broken clouds,2021-11-26 04:57:42
655,Fairbanks,US,64.8378,-147.7164,-2.4,73,90,0.0,light snow,2021-11-26 04:56:41
656,Lamu,KE,-2.2717,40.902,81.55,78,93,7.99,overcast clouds,2021-11-26 04:57:43
657,Biloela,AU,-24.4167,150.5,80.94,70,96,10.22,overcast clouds,2021-11-26 04:57:43
658,Mahibadhoo,MV,3.7833,72.9667,81.28,76,95,11.27,overcast clouds,2021-11-26 04:57:43
659,Doka,SD,13.5167,35.7667,76.3,56,5,10.18,clear sky,2021-11-26 04:57:44
660,Linhares,BR,-19.3911,-40.0722,66.22,91,4,2.24,clear sky,2021-11-26 04:57:44
661,Gat,IL,31.61,34.7642,59.81,78,15,2.98,few clouds,2021-11-26 04:57:45
662,Rosetta,EG,31.4044,30.4164,58.82,82,14,2.39,few clouds,2021-11-26 04:57:45
663,Pyapon,MM,16.2833,95.6833,86.07,61,77,4.63,broken clouds,2021-11-26 04:57:46
664,Lagunas,PE,-5.2269,-75.6753,72.19,95,74,2.84,broken clouds,2021-11-26 04:57:46
665,Tautira,PF,-17.7333,-149.15,84.22,76,6,17.31,clear sky,2021-11-26 04:57:47
666,Kurilsk,RU,45.2333,147.8833,35.92,61,100,21.34,overcast clouds,2021-11-26 04:57:47
667,Pangoa,PE,-12.1167,-73.0,67.95,88,49,2.44,scattered clouds,2021-11-26 04:57:47
668,Limulunga,ZM,-15.0969,23.1376,70.16,71,79,6.53,broken clouds,2021-11-26 04:57:48
669,Wau,SS,7.7029,27.9953,73.02,27,52,5.82,broken clouds,2021-11-26 04:57:48
670,Leningradskiy,RU,69.3833,178.4167,-22.63,97,99,4.74,overcast clouds,2021-11-26 04:57:49
671,Rio Branco,BR,-9.9747,-67.81,77.61,94,0,2.3,clear sky,2021-11-26 04:57:49
672,Bethal,ZA,-26.4579,29.4655,50.56,71,73,11.01,broken clouds,2021-11-26 04:57:49
673,Dzerzhinsk,RU,56.2389,43.4631,35.42,74,90,20.13,overcast clouds,2021-11-26 04:57:50
674,Grindavik,IS,63.8424,-22.4338,30.67,64,20,14.97,few clouds,2021-11-26 04:57:50
675,Arys,KZ,42.4252,68.795,32.22,63,42,3.62,scattered clouds,2021-11-26 04:57:51
676,Cabo Rojo,PR,18.0866,-67.1457,76.96,86,2,7.65,clear sky,2021-11-26 04:53:18
677,Pitangui,BR,-19.6828,-44.8903,65.7,87,33,2.59,scattered clouds,2021-11-26 04:57:51
678,Yuanlin,CN,30.4151,112.8859,68.14,28,91,7.27,overcast clouds,2021-11-26 04:57:52
679,Aguimes,ES,27.9054,-15.4461,61.43,78,20,4.61,few clouds,2021-11-26 04:57:52
680,Bulgan,MN,48.8125,103.5347,32.43,50,86,3.89,overcast clouds,2021-11-26 04:57:52
681,Cimislia,MD,46.52,28.7842,39.65,88,1,13.4,clear sky,2021-11-26 04:57:53
682,Bijar,IR,35.8668,47.6051,40.41,53,98,2.35,overcast clouds,2021-11-26 04:57:53
683,Barentu,ER,15.1139,37.5928,73.78,64,4,6.29,clear sky,2021-11-26 04:57:54
684,Ojinaga,MX,29.5667,-104.4167,56.35,35,90,12.66,overcast clouds,2021-11-26 04:57:54
685,Hoi An,VN,15.8794,108.335,80.56,78,92,10.42,overcast clouds,2021-11-26 04:57:54
686,Takaungu,KE,-3.6837,39.8566,79.29,75,65,10.33,broken clouds,2021-11-26 04:57:55
687,Kadhan,PK,24.481,68.9859,82.53,24,0,2.55,clear sky,2021-11-26 04:57:55
688,Ambikapur,IN,23.1167,83.2,72.0,34,1,4.61,clear sky,2021-11-26 04:57:56
689,Alice Town,BS,25.7167,-79.3,72.1,75,99,12.28,overcast clouds,2021-11-26 04:57:56
690,Anito,PH,12.4497,125.2886,82.65,81,92,7.92,overcast clouds,2021-11-26 04:57:56
691,Kotma,IN,23.2,81.9667,73.76,31,4,3.31,clear sky,2021-11-26 04:57:57
692,Abdulino,RU,53.7,53.6667,17.78,100,99,8.99,overcast clouds,2021-11-26 04:57:57
693,Yura,PE,-16.2522,-71.6797,56.43,58,100,2.77,light rain,2021-11-26 04:57:58
694,Tanout,NE,14.9709,8.8879,72.64,19,0,9.26,clear sky,2021-11-26 04:57:58
695,Dzilam Gonzalez,MX,21.2833,-88.9333,69.24,91,2,5.06,clear sky,2021-11-26 04:57:58
696,Luganville,VU,-15.5333,167.1667,82.74,70,7,10.27,clear sky,2021-11-26 04:57:59
697,Atherton,GB,53.5237,-2.4935,46.89,92,100,11.01,light rain,2021-11-26 04:57:59
698,Araguari,BR,-18.6472,-48.1872,77.29,62,99,3.47,overcast clouds,2021-11-26 04:54:00
699,Moerai,PF,-22.4333,-151.3333,78.19,83,3,6.89,clear sky,2021-11-26 04:58:00
700,Chara,RU,56.9064,118.2631,1.71,81,6,0.65,clear sky,2021-11-26 04:58:00
701,Nishihara,JP,26.1842,127.7558,74.48,57,75,13.8,broken clouds,2021-11-26 04:58:01
702,Samur,RU,41.8253,48.486,45.05,77,100,2.21,overcast clouds,2021-11-26 04:58:01
703,Neryungri,RU,56.6709,124.6491,8.33,86,90,3.29,overcast clouds,2021-11-26 04:58:02
704,Mopipi,BW,-21.1833,24.8833,69.78,62,3,22.77,clear sky,2021-11-26 04:58:02
705,Pontes E Lacerda,BR,-15.2261,-59.3353,72.45,97,100,2.21,overcast clouds,2021-11-26 04:58:02
706,Timizart,DZ,36.8,4.2667,46.85,82,7,6.87,clear sky,2021-11-26 04:49:39
